0.06507	190.0132
0.06709	190.12428
0.06638	190.23546
0.0649	190.34676
0.06583	190.45817
0.06755	190.56968
0.06578	190.68131
0.06476	190.79305
0.06675	190.9049
0.0658	191.01685
0.06668	191.12892
0.06302	191.24111
0.06462	191.3534
0.06612	191.4658
0.0655	191.57832
0.0631	191.69094
0.06611	191.80368
0.06673	191.91653
0.06604	192.0295
0.06414	192.14257
0.06472	192.25576
0.06493	192.36906
0.06499	192.48248
0.06675	192.596
0.06562	192.70964
0.06358	192.8234
0.06454	192.93726
0.06474	193.05124
0.06232	193.16534
0.06334	193.27955
0.06315	193.39387
0.06322	193.50831
0.0638	193.62286
0.06659	193.73753
0.0659	193.85231
0.06465	193.9672
0.06428	194.08221
0.0637	194.19734
0.06344	194.31258
0.06575	194.42794
0.06254	194.54342
0.06395	194.65901
0.06327	194.77471
0.06265	194.89053
0.06338	195.00647
0.0618	195.12253
0.06202	195.2387
0.06355	195.35499
0.06188	195.4714
0.06068	195.58792
0.06229	195.70456
0.06206	195.82132
0.06152	195.9382
0.06276	196.0552
0.06303	196.17231
0.0631	196.28954
0.0611	196.40689
0.06112	196.52436
0.06473	196.64195
0.06318	196.75966
0.06351	196.87748
0.06331	196.99543
0.06117	197.11349
0.06284	197.23168
0.06214	197.34999
0.06283	197.46841
0.06284	197.58696
0.06161	197.70562
0.06162	197.82441
0.06089	197.94332
0.06372	198.06235
0.06171	198.1815
0.06203	198.30077
0.06446	198.42016
0.06319	198.53968
0.06135	198.65932
0.05913	198.77907
0.062	198.89896
0.06278	199.01896
0.05889	199.13909
0.0617	199.25934
0.06178	199.37971
0.06419	199.5002
0.06246	199.62082
0.06257	199.74156
0.06537	199.86243
0.06642	199.98342
0.06443	200.10453
0.06505	200.22577
0.06656	200.34714
0.0676	200.46862
0.07283	200.59024
0.07638	200.71197
0.07986	200.83384
0.08711	200.95582
0.09311	201.07794
0.09885	201.20018
0.10408	201.32254
0.10493	201.44503
0.10319	201.56765
0.09997	201.6904
0.09622	201.81327
0.09184	201.93626
0.09201	202.05939
0.09482	202.18264
0.097	202.30602
0.10116	202.42953
0.09971	202.55317
0.09835	202.67693
0.09901	202.80082
0.10073	202.92484
0.10468	203.04899
0.11305	203.17327
0.11379	203.29767
0.1065	203.42221
0.09306	203.54687
0.0857	203.67167
0.08397	203.79659
0.08289	203.92165
0.08046	204.04683
0.07912	204.17215
0.07691	204.29759
0.08011	204.42317
0.0832	204.54888
0.08875	204.67471
0.09352	204.80068
0.09499	204.92678
0.09339	205.05302
0.08949	205.17938
0.08708	205.30588
0.08981	205.43251
0.09252	205.55927
0.097	205.68617
0.09807	205.81319
0.10079	205.94035
0.10556	206.06765
0.10834	206.19508
0.11378	206.32264
0.11909	206.45033
0.12105	206.57816
0.12486	206.70613
0.1318	206.83423
0.13738	206.96246
0.14251	207.09083
0.14636	207.21933
0.15121	207.34797
0.15576	207.47674
0.15827	207.60566
0.16409	207.7347
0.1658	207.86388
0.16805	207.9932
0.16833	208.12266
0.17242	208.25225
0.17409	208.38198
0.17555	208.51185
0.17848	208.64185
0.1804	208.77199
0.18263	208.90227
0.18323	209.03269
0.18607	209.16325
0.18614	209.29394
0.18651	209.42478
0.18411	209.55575
0.18504	209.68686
0.18266	209.81811
0.18615	209.9495
0.18589	210.08103
0.18477	210.2127
0.18418	210.34451
0.18151	210.47646
0.18283	210.60856
0.17956	210.74079
0.18204	210.87316
0.18328	211.00568
0.18339	211.13833
0.18313	211.27113
0.18227	211.40407
0.18514	211.53716
0.18401	211.67038
0.18733	211.80375
0.18597	211.93726
0.18609	212.07091
0.18755	212.20471
0.18656	212.33865
0.18779	212.47274
0.18689	212.60696
0.18826	212.74134
0.18837	212.87585
0.18842	213.01051
0.19158	213.14532
0.19133	213.28027
0.19251	213.41537
0.19236	213.55061
0.19329	213.686
0.19495	213.82153
0.19728	213.95721
0.19673	214.09304
0.19725	214.22901
0.2003	214.36513
0.20061	214.5014
0.2013	214.63782
0.20245	214.77438
0.2018	214.91109
0.20319	215.04795
0.2033	215.18496
0.20484	215.32211
0.2076	215.45942
0.20577	215.59687
0.2052	215.73447
0.20655	215.87222
0.20846	216.01012
0.21079	216.14818
0.20964	216.28638
0.20936	216.42473
0.20955	216.56323
0.20987	216.70189
0.20961	216.84069
0.2092	216.97965
0.21176	217.11875
0.21254	217.25801
0.21416	217.39743
0.21221	217.53699
0.20952	217.67671
0.21266	217.81658
0.21218	217.9566
0.21176	218.09677
0.21348	218.2371
0.21494	218.37759
0.21259	218.51822
0.2133	218.65901
0.21247	218.79996
0.21162	218.94106
0.21318	219.08232
0.21292	219.22373
0.21477	219.36529
0.2134	219.50702
0.21214	219.64889
0.21041	219.79093
0.21006	219.93312
0.21361	220.07547

